Flow Duration,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Label,Seconds_To_Failure
35.0,4299684.444909997,1345874.977867147,6.1716422815460295,BENIGN,943.0
14.0,9872619.89208248,1711230.1819738627,6.082208759768231,BENIGN,942.0
17.0,13710125.826475224,1476203.1923856563,6.490208893587622,BENIGN,941.0
36.0,5426752.152150924,1604977.9041450322,5.739158777782243,BENIGN,940.0
40.0,9236293.461130794,869117.0152618797,6.030737355286836,BENIGN,939.0
4.0,10561748.887839854,1342744.0112067964,6.150957335118073,BENIGN,938.0
2.0,7327280.418186549,773048.8568450717,6.144591174742343,BENIGN,937.0
6.0,10992954.367974564,1098458.7817404158,6.061293542948403,BENIGN,936.0
42.0,13595344.234090423,1015106.2084162384,6.276928010327225,BENIGN,935.0
4.0,9737421.618545726,436085.57577332336,5.704981209526816,BENIGN,934.0
29.0,8556934.866804862,835449.6446376985,6.225627200274416,BENIGN,933.0
18.0,7142425.455436747,1931262.3234164668,6.1197345714330895,BENIGN,932.0
26.0,9084807.79268576,572302.4896583899,6.396075111794573,BENIGN,931.0
44.0,5975074.325457542,354227.09893102857,6.347194439033582,BENIGN,930.0
34.0,6480749.542821027,895303.181085477,5.815147039132553,BENIGN,929.0
10.0,8446004.715634435,1601641.6981342814,5.776237324975153,BENIGN,928.0
36.0,1932667.5734714377,1206081.6365819473,6.481653323852448,BENIGN,927.0
14.0,4206355.472947149,1393852.1717526647,6.027265180915257,BENIGN,926.0
31.0,8599890.348587725,460420.21153188666,6.406420963914437,BENIGN,925.0
48.0,7041394.003910197,1276001.566714671,5.663881023780482,BENIGN,924.0
15.0,5659421.00277478,714650.7503318001,6.142818914800174,BENIGN,923.0
8.0,11227687.91533022,1685176.3953140583,6.309860187360586,BENIGN,922.0
14.0,10712046.503646739,1295667.7314203987,6.447395249586447,BENIGN,921.0
23.0,3334230.6399073643,477826.9277730622,5.837340141017023,BENIGN,920.0
40.0,13300807.615228135,222771.69170376367,6.224981169924052,BENIGN,919.0
21.0,7935930.769655519,181003.0976453622,6.038813009039619,BENIGN,918.0
16.0,11380452.755946636,805676.2785352675,5.560628926066468,BENIGN,917.0
45.0,9024111.889603442,605117.1596431956,6.189999737308943,BENIGN,916.0
18.0,14967696.622933807,1327571.2345787652,6.190096558237843,BENIGN,915.0
47.0,11533643.680543518,1048734.2864593747,6.430606804846537,BENIGN,914.0
24.0,10897726.457408426,605436.6282102234,5.997312446168973,BENIGN,913.0
26.0,11900007.146710515,383551.7781053346,5.730250920710515,BENIGN,912.0
25.0,3003791.797678575,341679.54910615424,5.544563823448679,BENIGN,911.0
45.0,3863624.3043724857,1742854.7450667936,5.915642186685906,BENIGN,910.0
41.0,10996897.151130598,562608.1399692477,5.801916700077502,BENIGN,909.0
29.0,7915740.819832077,1338250.2310308397,6.261088306023876,BENIGN,908.0
15.0,11564894.086041631,1640303.263173906,5.854267764841047,BENIGN,907.0
45.0,2440824.4304180304,1266754.4912509986,6.4490711963148435,BENIGN,906.0
1.0,8510738.920784326,1733173.940129197,6.462310202987784,BENIGN,905.0
25.0,6303501.9177968195,845548.0709041016,6.120908590217708,BENIGN,904.0
7.0,7398003.069943497,1916822.1622330018,6.428660287014883,BENIGN,903.0
9.0,9455410.209015176,352975.5079383842,6.260854344514495,BENIGN,902.0
24.0,8032036.864475423,294084.10634932236,6.046859640975126,BENIGN,901.0
1.0,8558048.919579715,1351515.0777941428,5.680307935422778,BENIGN,900.0
44.0,7809004.747938509,1891379.1686851974,5.95859794351384,BENIGN,899.0
8.0,6725372.479196905,1636878.5771090232,6.060874463362618,BENIGN,898.0
24.0,11806347.728375431,245192.03293229773,6.36396158073501,BENIGN,897.0
11.0,1170843.0124526233,630798.6564759611,5.981333376535665,BENIGN,896.0
17.0,9378197.816873178,1867605.8811918648,6.397674672677956,BENIGN,895.0
8.0,8917116.862521634,580811.0223214906,6.174348979023469,BENIGN,894.0
35.0,11026507.046261331,1584223.8051951465,5.636999063053671,BENIGN,893.0
35.0,9386411.106882572,1667751.1722645373,6.494981369325093,BENIGN,892.0
33.0,12575183.589327097,1041358.9965758654,6.027232660753913,BENIGN,891.0
5.0,14427047.123896388,834062.9287117994,5.891858296409079,BENIGN,890.0
42.0,5795339.600499608,955236.4215975433,6.159113764469526,BENIGN,889.0
39.0,4182913.7624198184,531232.9192941919,5.608893313981039,BENIGN,888.0
41.0,6930356.0738867605,1789842.740644804,6.136538646753355,BENIGN,887.0
28.0,5031014.630660165,956177.34778654,5.998236000499273,BENIGN,886.0
7.0,9609303.684137162,1776672.9368665896,5.906674069998584,BENIGN,885.0
9.0,13765933.723801507,300817.6118219208,6.453020021178899,BENIGN,884.0
8.0,2947626.718002866,1977723.0149002497,6.022539716732053,BENIGN,883.0
12.0,2411124.442222411,942218.8661428747,5.719117479469938,BENIGN,882.0
34.0,4584217.445951271,190878.55874880037,5.9589634793772985,BENIGN,881.0
33.0,11165338.20487361,172241.51165116433,6.419387404572673,BENIGN,880.0
48.0,9301480.673623502,1517793.7892154932,5.676095471330594,BENIGN,879.0
23.0,2430977.2991527943,1352167.5149869935,5.713957038688237,BENIGN,878.0
24.0,13862507.311650451,1624048.0604424162,5.5130295677570835,BENIGN,877.0
37.0,12061184.919737214,300198.3145103313,5.514190049395767,BENIGN,876.0
35.0,1322316.4670269252,167584.64736754185,6.329391626958513,BENIGN,875.0
44.0,10119140.953835446,1066300.649950399,6.232122606842956,BENIGN,874.0
40.0,11797453.359276332,836430.9398172621,5.855041056451959,BENIGN,873.0
22.0,6242095.176085908,977699.179674816,6.198311157227573,BENIGN,872.0
27.0,1964901.551141063,1984017.9768535206,5.89520592630997,BENIGN,871.0
35.0,2082494.9168430215,1944424.9195742733,6.452896795997828,BENIGN,870.0
1.0,2459457.524725333,1890399.2403790664,6.4670526814260345,BENIGN,869.0
35.0,12766154.84772592,1589301.0858585802,5.892793775809343,BENIGN,868.0
37.0,13749606.775579983,774198.5844880918,6.354221906340868,BENIGN,867.0
47.0,2719350.945840273,883048.7674992661,6.2730890416974665,BENIGN,866.0
14.0,4302684.484331137,1144270.4830659565,5.809999937171789,BENIGN,865.0
3.0,3317287.1451420565,1678015.4671691959,5.732039828901106,BENIGN,864.0
1.0,3608492.31291769,230554.38178470876,5.958234650392834,BENIGN,863.0
5.0,12724871.04603489,906164.0831812874,6.281348840614406,BENIGN,862.0
26.0,5650049.777169145,256973.5605726105,6.460167784728745,BENIGN,861.0
14.0,5360219.696638976,1077849.414489672,6.263579068866573,BENIGN,860.0
39.0,4183538.692279577,1807911.5656118472,6.35520698501837,BENIGN,859.0
27.0,9510521.513119621,1586721.356671482,6.103064306170516,BENIGN,858.0
9.0,6310279.777397684,532900.5933319089,6.335407830842126,BENIGN,857.0
15.0,11419495.125806043,1954382.6142377057,6.2844208580034175,BENIGN,856.0
15.0,3878117.317258925,1367965.756288214,5.87698554192628,BENIGN,855.0
26.0,12029058.442002894,119812.62885506582,6.051990302120721,BENIGN,854.0
42.0,9452101.444221945,585285.6209019171,6.304753121989695,BENIGN,853.0
13.0,2599742.2007796285,595355.2698478415,5.546056734189956,BENIGN,852.0
32.0,6803064.178850788,231583.18194313388,6.30807928235583,BENIGN,851.0
39.0,13089253.968581397,1923670.384344265,5.677888124049024,BENIGN,850.0
49.0,13921443.245178787,1008685.0596942551,6.014683617121439,BENIGN,849.0
32.0,7519801.7124633845,1802047.7350065757,6.3082754395559375,BENIGN,848.0
4.0,7731717.69324703,712209.4565447939,5.753821078156695,BENIGN,847.0
30.0,13858366.149150215,337943.7838223715,5.745807439306153,BENIGN,846.0
37.0,9218955.137911942,1001238.6088218064,5.902764398462252,BENIGN,845.0
23.0,1459853.383408137,316517.6059572026,6.394642797577634,BENIGN,844.0
39.0,13778492.480307804,1023429.4556573258,5.500442781437208,BENIGN,843.0
45.0,4475170.198600126,1848564.6443168747,6.4013830966419345,BENIGN,842.0
15.0,9086847.35728166,1089459.4694850042,5.6538070246416074,BENIGN,841.0
43.0,3317186.4439916336,1271349.4811006587,6.490086376067482,BENIGN,840.0
29.0,1474308.24345233,397613.03025023575,6.454846993038468,BENIGN,839.0
36.0,5360624.3958586035,183097.689171942,5.994675189591283,BENIGN,838.0
13.0,11926939.905645227,310535.12814163335,6.012720247812628,BENIGN,837.0
32.0,4886220.416811854,1237209.9938002948,5.981549340275854,BENIGN,836.0
7.0,4081360.997135359,280522.2280853789,6.135443645659523,BENIGN,835.0
22.0,3977530.9807771677,814386.4908884917,5.590721702234931,BENIGN,834.0
28.0,8212431.553695376,1145174.6868704963,5.532617948341566,BENIGN,833.0
2.0,14657578.419558588,838440.3173967093,5.557702928415899,BENIGN,832.0
42.0,7425845.832238182,410999.2227840728,5.944365349241514,BENIGN,831.0
45.0,8802275.16446067,620203.4842768024,5.775547939219483,BENIGN,830.0
6.0,13048848.250470275,1863803.3124122962,6.122039562370993,BENIGN,829.0
28.0,8490976.065071221,1384366.3236140753,6.492442289374779,BENIGN,828.0
28.0,3582480.199863985,1042490.8934917845,5.886323173076466,BENIGN,827.0
44.0,5194342.764730679,124158.29097509768,6.073841254104513,BENIGN,826.0
44.0,5339116.967760553,1985589.2609299934,5.915603895907336,BENIGN,825.0
20.0,6562453.61640637,1375764.3762998222,6.347271667721859,BENIGN,824.0
30.0,6975044.674714492,702152.7069553954,6.402236403462238,BENIGN,823.0
11.0,12196948.309039772,1770610.4539958925,6.37735561220526,BENIGN,822.0
28.0,5891417.986690662,591020.0785544544,6.4743722386792575,BENIGN,821.0
25.0,7555245.598179311,1133631.500447228,5.527519185140415,BENIGN,820.0
39.0,9749663.818714732,1308534.4510866676,6.339816162145531,BENIGN,819.0
33.0,6288163.26416237,520020.40576208406,6.251772173039093,BENIGN,818.0
1.0,12711907.386092661,1958954.8297211323,5.728694409400365,BENIGN,817.0
27.0,9224350.459277041,1521564.6213600952,6.456320093387528,BENIGN,816.0
13.0,5116625.509093601,1159845.128471033,5.648177928229946,BENIGN,815.0
41.0,10996828.797057595,443129.7365330717,6.179549927133908,BENIGN,814.0
3.0,8387068.222027002,202330.59329624963,5.724890216815912,BENIGN,813.0
39.0,8482382.477601457,708113.6817898686,5.931380648774074,BENIGN,812.0
6.0,7735231.277426204,1531055.9382354654,6.219159896944569,BENIGN,811.0
8.0,7958167.283497486,611729.4667738476,6.063324642033047,BENIGN,810.0
27.0,11714987.934927369,1125156.8189414598,5.927501831328112,BENIGN,809.0
9.0,2441740.710638417,1483099.635788412,5.826338430931987,BENIGN,808.0
37.0,5681079.35834675,305093.05782828224,6.3396596557087905,BENIGN,807.0
33.0,2057047.093254449,1402066.2306201593,5.6438143503148135,BENIGN,806.0
42.0,11545447.090464313,274554.6866490849,5.9301028765298,BENIGN,805.0
44.0,4812225.966084192,1933746.5100412935,6.4037575717751425,BENIGN,804.0
24.0,13564025.73746438,1027948.8471233852,6.345849550459968,BENIGN,803.0
15.0,8372098.533230113,386284.60464876704,5.900941762473047,BENIGN,802.0
32.0,12210496.800805695,750528.9084637383,6.263108363601308,BENIGN,801.0
32.0,14705040.098623456,885491.2536609968,6.32316083070886,BENIGN,800.0
24.0,12757044.032391988,1540551.521045421,6.38888742400363,BENIGN,799.0
41.0,13137912.64016133,1512505.1935455578,6.044505769049228,BENIGN,798.0
49.0,6711782.935107826,1262686.9601409289,5.7044608860547115,BENIGN,797.0
49.0,8724116.333630756,301268.3538611366,5.755309076503932,BENIGN,796.0
12.0,4554439.89660626,387981.8060165798,5.795694674041604,BENIGN,795.0
39.0,3745583.3957083393,278138.1492265576,6.093802480809615,BENIGN,794.0
2.0,8077110.307484473,1196628.288246345,5.532809624128609,BENIGN,793.0
3.0,9330685.715805888,1766563.0388716676,6.136042468779968,BENIGN,792.0
49.0,5749797.442546673,924220.9732840664,5.864354238428232,BENIGN,791.0
37.0,8972209.248689003,405611.5305197178,5.795241802489642,BENIGN,790.0
49.0,13424446.75518904,1160280.4177830373,6.379496570728127,BENIGN,789.0
17.0,8794102.186967125,1642329.2120448488,5.960002395580799,BENIGN,788.0
49.0,11091383.348347092,1509252.916874567,5.595053045532692,BENIGN,787.0
2.0,12274409.54301067,1774756.4813825407,6.326746768026247,BENIGN,786.0
2.0,14842202.947376199,628013.9847728489,5.547641257436506,BENIGN,785.0
28.0,9444763.630477713,468512.34780877223,6.226749224168197,BENIGN,784.0
23.0,12295902.085476205,1771651.3232896836,6.273906221770665,BENIGN,783.0
37.0,14477090.459768245,1349364.5942782438,5.852602605928858,BENIGN,782.0
32.0,14221736.158081828,690764.9670143529,6.324787856277787,BENIGN,781.0
33.0,2975145.88288799,1510461.2960877675,6.015659405856454,BENIGN,780.0
1.0,6689492.315829309,1648724.930512699,5.963293653272797,BENIGN,779.0
19.0,5535860.855495195,1268458.6566481516,5.545403281468692,BENIGN,778.0
2.0,2216950.2093048906,1406979.8087718387,5.7900291936489054,BENIGN,777.0
44.0,9865370.848753447,812993.8184410661,6.4310099708853,BENIGN,776.0
26.0,11302664.584744032,1123521.7679517744,5.8918239632835,BENIGN,775.0
32.0,12873793.336536368,1095902.4243797082,6.046700520556769,BENIGN,774.0
6.0,2718876.455277919,1711290.8031484666,6.032021678984252,BENIGN,773.0
32.0,13270217.062254114,1695931.562536147,6.090431089822693,BENIGN,772.0
4.0,10000957.890599545,1682092.891759382,5.561330955643283,BENIGN,771.0
11.0,10855245.891939132,120960.06709868502,5.862176254798729,BENIGN,770.0
17.0,13748736.049564255,1524136.4204908877,6.223128273882554,BENIGN,769.0
38.0,9746657.794605516,1541485.1412109092,5.700560251072983,BENIGN,768.0
24.0,5702122.000097691,1388919.7634247695,5.703578377546361,BENIGN,767.0
5.0,12551502.639917238,1536902.84999376,5.510090606689024,BENIGN,766.0
34.0,6082828.970731268,1699743.7058437467,5.93748192660821,BENIGN,765.0
6.0,1479193.5514874076,993606.2027933927,6.382734380673422,BENIGN,764.0
22.0,12629163.091913497,1053895.4056280495,5.5519009435873095,BENIGN,763.0
11.0,5832690.028337859,336956.7081316419,5.691118709496003,BENIGN,762.0
48.0,11833683.324818764,832214.1777899874,5.810084538342755,BENIGN,761.0
16.0,6078610.525323236,1322393.8418323903,6.231724736564213,BENIGN,760.0
33.0,13054952.279646102,1582759.5746798215,6.140635592802586,BENIGN,759.0
9.0,4073147.3511334215,512697.28561330005,5.915943904581855,BENIGN,758.0
6.0,14643661.712784179,361863.5084025473,6.259068939258376,BENIGN,757.0
16.0,11916622.847032432,1359779.8085509352,6.1096310116569015,BENIGN,756.0
29.0,2599330.962885556,103571.77869733021,6.396040799657219,BENIGN,755.0
3.0,8920872.679531846,438907.9101839267,6.318026749138693,BENIGN,754.0
20.0,14795142.371384285,155235.6226535121,5.752813606089201,BENIGN,753.0
36.0,7594916.337713402,417081.72392425477,5.7714385776342,BENIGN,752.0
19.0,3549499.9435021654,444506.6318584599,5.625356475792386,BENIGN,751.0
26.0,7786897.140104846,836579.8300257489,5.836964725717457,BENIGN,750.0
3.0,8174407.182346903,864421.5369044563,6.499543918719095,BENIGN,749.0
19.0,11383617.219201317,1761098.6941594516,5.905751168615061,BENIGN,748.0
20.0,10783841.944252662,1069208.453747768,5.7204884346891065,BENIGN,747.0
32.0,6635700.610357728,1474469.0546633438,6.262482884475553,BENIGN,746.0
7.0,4052323.504917211,297860.9800485461,6.042471003462656,BENIGN,745.0
41.0,10030758.348770613,528333.6353810183,5.649601449526952,BENIGN,744.0
33.0,6903855.083745945,1435592.537859486,5.880689681160866,BENIGN,743.0
40.0,2851866.9557546256,200327.52489020338,5.914469715539344,BENIGN,742.0
39.0,13608012.217309399,1024535.558263131,6.253829700569218,BENIGN,741.0
18.0,10677106.006535161,1238801.0347595743,5.520671368891905,BENIGN,740.0
40.0,10564573.99023674,1244076.723699714,5.76901964679831,BENIGN,739.0
1.0,12516174.262763435,143572.34140927985,6.017596301315522,BENIGN,738.0
11.0,8415263.501171134,712005.2080354524,5.768846742452843,BENIGN,737.0
28.0,12410761.9976344,1309332.2369933927,6.128434047418999,BENIGN,736.0
25.0,7973270.54915408,383099.49868356256,5.981867479274617,BENIGN,735.0
23.0,1940455.5988199413,1421289.7318233012,5.861710254859581,BENIGN,734.0
31.0,6673473.232387642,1517257.8967459816,6.449208626870512,BENIGN,733.0
30.0,7964508.515718468,1965741.461847676,6.132159499186457,BENIGN,732.0
42.0,11082836.14285214,498699.7902271779,5.6299413722679414,BENIGN,731.0
35.0,2492102.221801441,1667748.268565619,6.060091697443395,BENIGN,730.0
7.0,2960259.5412462857,1088563.4961454426,6.280731853200901,BENIGN,729.0
16.0,4691573.23688463,809578.9326739295,6.208489697492797,BENIGN,728.0
26.0,4730977.507192351,332515.83891783806,5.67208922929526,BENIGN,727.0
48.0,11250584.098426873,1497460.6523263215,6.4724199990401035,BENIGN,726.0
49.0,4510229.247862369,548129.4383730055,5.948813645746606,BENIGN,725.0
2.0,9863372.887004266,805701.8035587869,5.659025003740261,BENIGN,724.0
1.0,7919833.9019358,218830.231105,5.680195754128148,BENIGN,723.0
48.0,9026121.294511609,1622597.1400570862,5.598234992189081,BENIGN,722.0
12.0,12733497.48449614,1556518.1955461223,6.303518108434934,BENIGN,721.0
5.0,6661341.021686341,1493870.0770803937,5.622030494321849,BENIGN,720.0
37.0,11792759.278899787,668942.6699345846,5.625125257141747,BENIGN,719.0
32.0,6908504.833709623,429612.14110531873,6.3504716147608375,BENIGN,718.0
9.0,5954199.271857493,1311351.2024934366,5.8446040844475595,BENIGN,717.0
41.0,14420780.482385088,1042716.129815117,5.530857904308072,BENIGN,716.0
35.0,3581192.889505485,438679.687118819,5.551895299518411,BENIGN,715.0
19.0,2264717.4480865104,1403231.414994741,5.642170446703895,BENIGN,714.0
48.0,11793802.957496699,1983140.220460477,5.713393347975689,BENIGN,713.0
16.0,1955495.874957282,1519717.2167098715,6.165146194238405,BENIGN,712.0
3.0,12719105.869842412,1505974.1347026625,5.657326280001828,BENIGN,711.0
20.0,7120707.54900141,1905594.2305681242,5.618874391177072,BENIGN,710.0
24.0,13817191.482086796,485579.09839231416,6.264719141476279,BENIGN,709.0
33.0,11101460.055706678,1174544.9333507367,6.171055283859914,BENIGN,708.0
24.0,9545665.338111406,1961328.7585643786,5.935324221455236,BENIGN,707.0
11.0,14290295.15880872,414058.8108433316,6.049309771480104,BENIGN,706.0
49.0,6553091.22272876,1430478.72294459,5.811984020326419,BENIGN,705.0
8.0,14357217.111554863,1213039.2773466138,5.982500420235361,BENIGN,704.0
36.0,2890017.883896897,1214310.2751585431,6.006672648982746,BENIGN,703.0
38.0,7772569.187053778,1425574.1922881429,5.887237271178096,BENIGN,702.0
40.0,4778757.113490729,1866272.1534638,6.406572210672163,BENIGN,701.0
20.0,8557798.904714707,1586905.6857175422,5.5160618649810065,BENIGN,700.0
35.0,3268194.2904821844,206658.596490799,6.2821712630912465,BENIGN,699.0
48.0,12781415.244340608,1720183.2377638514,5.624382831241324,BENIGN,698.0
25.0,12849709.890403802,528528.526858892,6.2975473605372,BENIGN,697.0
35.0,14373308.378128706,816136.9129991067,6.115911915676721,BENIGN,696.0
25.0,3165409.972365307,977292.3458635261,6.343278090936402,BENIGN,695.0
29.0,9726655.71266987,1013721.4014308323,5.597514325640898,BENIGN,694.0
18.0,7639322.321805174,926842.758585178,6.058980634099774,BENIGN,693.0
46.0,5821372.248619265,1880971.2590101424,6.001087880262197,BENIGN,692.0
18.0,5921562.255879063,1441436.1145616467,6.206193182963359,BENIGN,691.0
2.0,6779109.708494532,1299224.227317742,6.034290551893676,BENIGN,690.0
35.0,10868957.695645344,194699.85278758896,6.0407345671331045,BENIGN,689.0
16.0,9376004.815754164,1817435.3274947118,5.929595943576064,BENIGN,688.0
41.0,7435541.178655836,1827841.3648159527,5.80883442400734,BENIGN,687.0
36.0,2063067.7451747092,1582404.8205171945,5.982264361252192,BENIGN,686.0
33.0,2088714.817105399,113355.4872458764,5.618492358768401,BENIGN,685.0
4.0,1032751.4687608957,208832.47704748437,6.461513338983085,BENIGN,684.0
33.0,14547791.43489921,527925.0343101305,6.214410763626598,BENIGN,683.0
14.0,1073553.4598173888,349563.8754753227,6.4524671166878464,BENIGN,682.0
21.0,2443312.444192428,857788.456437086,5.726727382329964,BENIGN,681.0
48.0,5404351.795331753,1852983.8103668003,6.379341020176528,BENIGN,680.0
20.0,12304023.525434656,996914.8249742967,6.308789984563538,BENIGN,679.0
8.0,14469383.000697648,125464.99022111465,6.177152412457674,BENIGN,678.0
7.0,12060189.823085986,637216.8101996478,6.1250291860852055,BENIGN,677.0
3.0,10667843.254238969,184730.32590862692,5.81654966526787,BENIGN,676.0
17.0,8298209.343789971,168946.4829656541,6.316410784965031,BENIGN,675.0
33.0,2213872.9660705705,623867.7208815493,6.001515461479734,BENIGN,674.0
48.0,14414391.102055024,623663.4434899963,5.570891575891285,BENIGN,673.0
12.0,11617493.79523954,1595540.5449430477,5.81286316085513,BENIGN,672.0
22.0,9945291.394679666,1952185.8402841126,6.435297098545328,BENIGN,671.0
22.0,11626501.837543897,805293.4783909967,6.350680260604847,BENIGN,670.0
46.0,11137446.60982394,914885.0698359733,6.481905698076539,BENIGN,669.0
30.0,9921242.117052816,1705099.9289434408,6.127993382604098,BENIGN,668.0
38.0,14728075.202519834,609464.1381814755,5.747510073140412,BENIGN,667.0
38.0,13647093.37690435,397125.4283665511,5.662815049676864,BENIGN,666.0
45.0,10053308.867640287,1720870.2844669358,5.6869144406084615,BENIGN,665.0
8.0,10704452.960396945,188351.11423612444,5.519795658347254,BENIGN,664.0
27.0,1722341.2932219398,1277428.9363788897,5.8906821109859395,BENIGN,663.0
27.0,10378844.503700549,1167786.410186933,5.691427680499542,BENIGN,662.0
34.0,1618316.1279414026,757248.8502532191,5.911655460456703,BENIGN,661.0
21.0,9235692.597579036,698860.0900849821,6.434994431838765,BENIGN,660.0
30.0,14990948.993921688,1566529.6797450804,5.93054020950719,BENIGN,659.0
33.0,8781292.140120514,264206.76044883835,6.377984496984835,BENIGN,658.0
28.0,7624941.653138667,549890.1876916322,6.105504766615876,BENIGN,657.0
47.0,5379967.991078226,1491652.5904923705,5.747131554661392,BENIGN,656.0
33.0,2687316.103010502,1141809.1090802061,5.855854759259211,BENIGN,655.0
5.0,11234331.400415942,343177.5962138141,5.58391953582143,BENIGN,654.0
48.0,3696386.388998826,1776057.6671359143,5.8334625935960105,BENIGN,653.0
19.0,2613948.297461981,847550.9084708239,6.177540945503534,BENIGN,652.0
4.0,6904677.236227175,1672949.9131121284,5.572111092929435,BENIGN,651.0
35.0,12134785.731427364,1596654.7295026465,5.705401408478029,BENIGN,650.0
49.0,11430903.673683085,1286408.3482962833,5.881441041413312,BENIGN,649.0
17.0,1768356.605050649,1039514.1494606766,6.482049537015962,BENIGN,648.0
44.0,7372011.590506186,1961146.5967253381,6.28486182295888,BENIGN,647.0
28.0,8314084.064996365,375433.6375216524,6.233486746492104,BENIGN,646.0
30.0,10023653.10876151,1477795.882347118,5.616190956525446,BENIGN,645.0
29.0,10102342.906205194,463262.3327830991,6.280995893614992,BENIGN,644.0
46.0,6105761.492402282,742699.9001314619,6.285268811516016,BENIGN,643.0
6.0,8849480.716049196,686527.612409071,6.101102695624328,BENIGN,642.0
35.0,7734866.37381721,1899368.3767035736,6.490361781998372,BENIGN,641.0
